t,stock,v
1663,491,0.15
1664,491,0.15
1665,490,0.15
1666,490,0.15
1667,488,0.14
1668,487,0.14
1669,488,0.15
1670,489,0.15
1671,490,0.16
1672,489,0.16
1673,489,0.15
1674,488,0.15
1675,488,0.15
1676,489,0.15
1677,491,0.15
1678,490,0.15
1679,489,0.16
1680,490,0.16
1681,490,0.17
1682,489,0.17
1683,488,0.17
1684,487,0.17
1685,487,0.16
1686,487,0.16
1687,487,0.16
1688,487,0.16
1689,487,0.17
1690,487,0.17
1691,487,0.16
1692,486,0.16
1693,485,0.16
1694,484,0.16
1695,483,0.15
1696,481,0.15
1697,484,0.16
1698,487,0.16
1699,487,0.17
1700,488,0.17
1701,488,0.17
1702,487,0.17
1703,486,0.17
1704,486,0.17
1705,485,0.16
1706,486,0.16
1707,490,0.17
1708,490,0.17
1709,489,0.18
1710,489,0.18
1711,489,0.17
1712,492,0.17
1713,491,0.18
1714,491,0.18
1715,490,0.17
1716,491,0.17
1717,492,0.17
1718,491,0.17
1719,491,0.17
1720,490,0.17
1721,490,0.16
1722,491,0.16
1723,492,0.17
1724,492,0.17
1725,492,0.16
1726,493,0.16
1727,496,0.17
1728,496,0.17
1729,498,0.17
1730,498,0.17
1731,498,0.17
1732,498,0.17
1733,498,0.16
1734,496,0.16
1735,500,0.17
1736,500,0.17
1737,503,0.17
1738,503,0.17
1739,502,0.16
1740,502,0.16
1741,501,0.16
1742,501,0.16
1743,500,0.15
1744,500,0.15
1745,500,0.14
1746,500,0.14
1747,499,0.15
1748,499,0.15
1749,499,0.14
1750,499,0.14
1751,501,0.15
1752,501,0.15
1753,499,0.15
1754,499,0.15
1755,502,0.16
1756,501,0.16
1757,503,0.15
1758,502,0.15
1759,504,0.16
1760,506,0.16
1761,505,0.16
1762,505,0.16
1763,507,0.16
1764,507,0.16
1765,507,0.16
1766,506,0.16
1767,506,0.15
1768,508,0.15
1769,507,0.15
1770,507,0.15
1771,507,0.16
1772,512,0.16
1773,511,0.16
1774,511,0.16
1775,511,0.16
1776,512,0.16
1777,513,0.16
1778,512,0.16
1779,511,0.15
1780,510,0.15
1781,510,0.14
1782,512,0.14
1783,513,0.15
1784,515,0.15
1785,515,0.15
1786,515,0.15
1787,514,0.14
1788,513,0.14
1789,513,0.14
1790,513,0.14
1791,513,0.15
1792,512,0.15
1793,513,0.14
1794,513,0.14
1795,515,0.15
1796,515,0.15
1797,515,0.15
1798,513,0.15
1799,513,0.14
1800,513,0.14
1801,513,0.13
1802,512,0.13
1803,512,0.13
1804,515,0.13
1805,514,0.14
1806,514,0.14
1807,516,0.14
1808,516,0.14
1809,514,0.14
1810,517,0.14
1811,518,0.15
1812,518,0.15
1813,518,0.16
1814,518,0.16
1815,516,0.15
1816,516,0.15
1817,515,0.15
1818,514,0.15
1819,514,0.15
1820,515,0.15
1821,517,0.15
1822,517,0.15
1823,518,0.15
1824,518,0.15
1825,519,0.16
1826,520,0.16
1827,523,0.16
1828,522,0.16
1829,521,0.16
1830,522,0.16
1831,524,0.16
1832,523,0.16
1833,521,0.16
1834,521,0.16
1835,526,0.16
1836,525,0.16
1837,525,0.15
1838,524,0.15
1839,528,0.16
1840,527,0.16
1841,527,0.15
1842,526,0.15
1843,525,0.15
1844,525,0.15
1845,525,0.15
1846,525,0.15
1847,525,0.14
1848,525,0.14
1849,525,0.14
1850,524,0.14
1851,522,0.15
1852,522,0.15
1853,522,0.14
1854,522,0.14
1855,522,0.15
1856,523,0.15
1857,522,0.16
1858,520,0.16
1859,520,0.15
1860,519,0.15
1861,520,0.15
1862,521,0.15
1863,521,0.15
1864,521,0.15
1865,520,0.14
1866,519,0.14
1867,520,0.14
1868,522,0.14
1869,524,0.14
1870,524,0.14
1871,524,0.15
1872,524,0.15
1873,523,0.14
1874,523,0.14
1875,523,0.14
1876,523,0.14
1877,525,0.14
1878,525,0.14
1879,525,0.14
1880,525,0.14
1881,525,0.14
1882,524,0.14
1883,524,0.14
1884,523,0.14
1885,522,0.13
1886,522,0.13
1887,522,0.14
1888,522,0.14
1889,522,0.14
1890,524,0.14
1891,525,0.14
1892,524,0.14
1893,523,0.14
1894,524,0.14
1895,524,0.14
1896,526,0.14
1897,527,0.15
1898,526,0.15
1899,526,0.14
1900,525,0.14
1901,524,0.14
1902,524,0.14
1903,523,0.14
1904,522,0.14
1905,522,0.15
1906,520,0.15
1907,520,0.15
1908,519,0.15
1909,520,0.15
1910,520,0.15
1911,520,0.16
1912,519,0.16
1913,521,0.16
1914,519,0.16
1915,519,0.15
1916,522,0.15
1917,521,0.14
1918,520,0.14
1919,519,0.14
1920,519,0.14
1921,518,0.14
1922,517,0.14
1923,517,0.14
1924,517,0.14
1925,517,0.14
1926,517,0.14
1927,518,0.14
1928,518,0.14
1929,517,0.15
1930,517,0.15
1931,520,0.15
1932,520,0.15
1933,520,0.14
1934,520,0.14
1935,520,0.15
1936,521,0.15
1937,522,0.14
1938,523,0.14
1939,525,0.14
1940,525,0.14
1941,526,0.14
1942,528,0.14
1943,528,0.14
1944,528,0.14
1945,528,0.13
1946,528,0.13
1947,528,0.13
1948,528,0.13
1949,527,0.12
1950,527,0.12
1951,527,0.12
1952,527,0.12
1953,527,0.13
1954,529,0.13
1955,529,0.13
1956,530,0.13
1957,530,0.13
1958,532,0.13
1959,532,0.13
1960,532,0.13
1961,532,0.13
1962,532,0.13
1963,532,0.13
1964,533,0.13
1965,535,0.14
1966,537,0.14
1967,540,0.15
1968,541,0.15
1969,544,0.16
1970,546,0.16
1971,548,0.15
1972,547,0.15
1973,547,0.14
1974,547,0.14
1975,546,0.14
1976,544,0.14
1977,543,0.15
1978,545,0.15
1979,544,0.14
1980,543,0.14
1981,543,0.14
1982,544,0.14
1983,545,0.15
1984,545,0.15
1985,546,0.14
1986,547,0.14
1987,547,0.15
1988,547,0.15
1989,547,0.15
1990,547,0.15
1991,546,0.14
1992,545,0.14
1993,544,0.14
1994,544,0.14
1995,544,0.14
1996,544,0.14
1997,544,0.14
1998,545,0.14
1999,547,0.15
2000,549,0.15
2001,551,0.15
2002,550,0.15
2003,553,0.15
2004,552,0.15
2005,552,0.14
2006,552,0.14
2007,554,0.15
2008,554,0.15
2009,555,0.14
2010,556,0.14
2011,560,0.15
2012,560,0.15
2013,559,0.15
2014,562,0.15
2015,564,0.14
2016,563,0.14
2017,568,0.15
2018,567,0.15
2019,569,0.15
2020,569,0.15
2021,568,0.14
2022,568,0.14
2023,568,0.13
2024,568,0.13
2025,567,0.13
2026,569,0.13
2027,569,0.13
2028,570,0.13
2029,571,0.14
2030,577,0.14
2031,578,0.15
2032,578,0.15
2033,580,0.15
2034,580,0.15
2035,585,0.15
2036,586,0.15
2037,587,0.14
2038,586,0.14
2039,585,0.14
2040,587,0.14
2041,588,0.15
2042,589,0.15
2043,589,0.15
2044,589,0.15
2045,589,0.15
2046,589,0.15
2047,590,0.16
2048,592,0.16
2049,592,0.15
2050,592,0.15
2051,591,0.14
2052,594,0.14
2053,596,0.15
2054,595,0.15
2055,595,0.14
2056,596,0.14
2057,597,0.15
2058,597,0.15
2059,598,0.14
2060,599,0.14
2061,599,0.15
2062,598,0.15
2063,598,0.14
2064,598,0.14
2065,597,0.13
2066,598,0.13
2067,599,0.13
2068,596,0.13
2069,596,0.13
2070,598,0.13
2071,597,0.14
2072,597,0.14
2073,596,0.15
2074,596,0.15
2075,596,0.14
2076,595,0.14
2077,597,0.13
2078,596,0.13
2079,595,0.13
2080,595,0.13
2081,594,0.14
2082,599,0.14
2083,599,0.15
2084,599,0.15
2085,599,0.14
2086,599,0.14
2087,598,0.13
2088,597,0.13
2089,599,0.14
2090,599,0.14
2091,599,0.14
2092,598,0.14
2093,598,0.14
2094,600,0.14
2095,601,0.14
2096,601,0.14
2097,600,0.15
2098,600,0.15
2099,600,0.14
2100,600,0.14
2101,599,0.14
2102,603,0.14
2103,604,0.16
2104,604,0.16
2105,603,0.15
2106,602,0.15
2107,602,0.15
2108,601,0.15
2109,601,0.15
2110,601,0.15
2111,601,0.14
2112,601,0.14
2113,601,0.15
2114,601,0.15
2115,600,0.15
2116,599,0.15
2117,599,0.14
2118,598,0.14
2119,598,0.14
2120,598,0.14
2121,601,0.16
2122,603,0.16
2123,603,0.16
2124,603,0.16
2125,605,0.15
2126,603,0.15
2127,604,0.15
2128,606,0.15
2129,606,0.16
2130,607,0.16
2131,607,0.15
2132,607,0.15
2133,607,0.15
2134,606,0.15
2135,605,0.14
2136,607,0.14
2137,609,0.15
2138,608,0.15
2139,611,0.15
2140,610,0.15
2141,612,0.15
2142,613,0.15
2143,614,0.15
2144,614,0.15
2145,613,0.14
2146,615,0.14
2147,615,0.15
2148,615,0.15
2149,615,0.14
2150,615,0.14
2151,615,0.14
2152,620,0.14
2153,619,0.14
2154,619,0.14
2155,618,0.14
2156,618,0.14
2157,618,0.14
2158,620,0.14
2159,619,0.14
2160,618,0.14
2161,619,0.14
2162,620,0.14
2163,622,0.15
2164,622,0.15
2165,622,0.15
2166,622,0.15
2167,621,0.14
2168,621,0.14
2169,621,0.15
2170,621,0.15
2171,624,0.15
2172,624,0.15
2173,624,0.14
2174,623,0.14
2175,623,0.14
2176,624,0.14
2177,624,0.14
2178,624,0.14
2179,624,0.14
2180,623,0.14
2181,623,0.13
2182,623,0.13
2183,623,0.13
2184,625,0.13
2185,627,0.14
2186,626,0.14
2187,626,0.14
2188,631,0.14
2189,631,0.15
2190,631,0.15
2191,630,0.15
2192,630,0.15
2193,630,0.15
2194,630,0.15
2195,630,0.14
2196,629,0.14
2197,628,0.14
2198,627,0.14
2199,625,0.14
2200,624,0.14
2201,626,0.14
2202,626,0.14
2203,628,0.15
2204,626,0.15
2205,626,0.14
2206,629,0.14
2207,630,0.14
2208,631,0.14
2209,630,0.13
2210,630,0.13
2211,630,0.13
2212,630,0.13
2213,629,0.13
2214,629,0.13
2215,630,0.13
2216,631,0.13
2217,631,0.14
2218,631,0.14
2219,631,0.14
2220,631,0.14
2221,631,0.13
2222,633,0.13
2223,633,0.13
2224,632,0.13
2225,631,0.14
2226,630,0.14
2227,628,0.14
2228,626,0.14
2229,625,0.14
2230,625,0.14
2231,625,0.14
2232,621,0.14
2233,620,0.14
2234,619,0.14
2235,622,0.14
2236,624,0.14
2237,624,0.14
2238,626,0.14
2239,627,0.14
2240,627,0.14
2241,627,0.13
2242,626,0.13
2243,626,0.12
2244,627,0.12
2245,629,0.13
2246,631,0.13
2247,631,0.13
2248,631,0.13
2249,631,0.14
2250,632,0.14
2251,634,0.14
2252,634,0.14
2253,633,0.14
2254,633,0.14
2255,636,0.14
2256,635,0.14
2257,635,0.13
2258,637,0.13
2259,636,0.13
2260,636,0.13
2261,636,0.13
2262,635,0.13
2263,634,0.13
2264,634,0.13
2265,634,0.12
2266,634,0.12
2267,633,0.12
2268,635,0.12
2269,637,0.13
2270,642,0.13
2271,641,0.13
2272,641,0.13
2273,640,0.13
2274,640,0.13
2275,640,0.12
2276,639,0.12
2277,641,0.12
2278,641,0.12
2279,641,0.12
2280,641,0.12
2281,641,0.12
2282,641,0.12
2283,640,0.12
2284,640,0.12
2285,640,0.13
2286,639,0.13
2287,639,0.12
2288,638,0.12
2289,637,0.12
2290,638,0.12
2291,639,0.13
2292,641,0.13
2293,643,0.13
2294,643,0.13
2295,641,0.13
2296,641,0.13
2297,640,0.12
2298,640,0.12
2299,642,0.13
2300,645,0.13
2301,646,0.14
2302,648,0.14
2303,650,0.14
2304,650,0.14
2305,650,0.13
2306,652,0.13
2307,651,0.14
2308,651,0.14
2309,657,0.14
2310,659,0.14
2311,659,0.14
2312,659,0.14
2313,661,0.13
2314,661,0.13
2315,662,0.13
2316,663,0.13
2317,666,0.13
2318,666,0.13
2319,666,0.14
2320,666,0.14
2321,666,0.13
2322,666,0.13
2323,668,0.13
2324,668,0.13
2325,668,0.12
2326,666,0.12
2327,667,0.12
2328,671,0.12
2329,671,0.13
2330,669,0.13
2331,670,0.13
2332,672,0.13
2333,673,0.13
2334,676,0.13
2335,676,0.12
2336,676,0.12
2337,678,0.13
2338,677,0.13
2339,682,0.14
2340,682,0.14
2341,682,0.14
2342,681,0.14
2343,680,0.12
2344,679,0.12
2345,678,0.12
2346,682,0.12
2347,683,0.13
2348,684,0.13
2349,684,0.13
2350,683,0.13
2351,685,0.13
2352,684,0.13
2353,685,0.12
2354,685,0.12
2355,684,0.12
2356,685,0.12
2357,686,0.13
2358,686,0.13
2359,685,0.12
2360,685,0.12
2361,685,0.12
2362,687,0.12
2363,690,0.12
2364,689,0.12
2365,690,0.12
2366,689,0.12
2367,687,0.11
2368,686,0.11
2369,687,0.12
2370,687,0.12
2371,688,0.13
2372,688,0.13
2373,688,0.12
2374,690,0.12
2375,690,0.13
2376,690,0.13
2377,690,0.12
2378,691,0.12
2379,693,0.13
2380,693,0.13
2381,693,0.13
2382,692,0.13
2383,693,0.13
2384,693,0.13
2385,692,0.12
2386,693,0.12
2387,692,0.13
2388,691,0.13
2389,692,0.13
2390,691,0.13
2391,692,0.13
2392,693,0.13
2393,699,0.13
2394,701,0.13
2395,701,0.12
2396,701,0.12
2397,702,0.13
2398,703,0.13
2399,706,0.13
2400,706,0.13
2401,707,0.13
2402,708,0.13
2403,708,0.13
2404,709,0.13
2405,710,0.12
2406,710,0.12
2407,712,0.13
2408,714,0.13
2409,714,0.13
2410,715,0.13
2411,714,0.13
2412,713,0.13
2413,712,0.13
2414,711,0.13
2415,711,0.12
2416,715,0.12
2417,714,0.12
2418,714,0.12
2419,714,0.12
2420,714,0.12
2421,714,0.12
2422,714,0.12
2423,718,0.12
2424,718,0.12
2425,718,0.12
2426,720,0.12
2427,721,0.12
2428,721,0.12
2429,723,0.12
2430,726,0.12
2431,727,0.12
2432,727,0.12
2433,727,0.12
2434,727,0.12
2435,727,0.12
2436,727,0.12
2437,726,0.12
2438,726,0.12
2439,728,0.12
2440,730,0.12
2441,731,0.12
2442,730,0.12
2443,730,0.12
2444,734,0.12
2445,736,0.13
2446,737,0.13
2447,737,0.12
2448,737,0.12
2449,737,0.12
2450,739,0.12
2451,739,0.13
2452,739,0.13
2453,739,0.12
2454,739,0.12
2455,739,0.12
2456,739,0.12
2457,738,0.13
2458,738,0.13
2459,737,0.12
2460,737,0.12
2461,737,0.12
2462,739,0.12
2463,739,0.13
2464,738,0.13
2465,738,0.13
2466,738,0.13
2467,738,0.13
2468,738,0.13
2469,737,0.13
2470,736,0.13
2471,736,0.12
2472,735,0.12
2473,735,0.12
2474,735,0.12
2475,736,0.12
2476,736,0.12
2477,736,0.12
2478,736,0.12
2479,736,0.12
2480,736,0.12
2481,737,0.12
2482,738,0.12
2483,738,0.12
2484,738,0.12
2485,737,0.12
2486,739,0.12
2487,738,0.12
2488,738,0.12
2489,738,0.12
2490,741,0.12
2491,741,0.13
2492,743,0.13
2493,745,0.13
2494,744,0.13
2495,746,0.13
2496,748,0.13
2497,746,0.13
2498,746,0.13
2499,745,0.12
2500,745,0.12
2501,745,0.12
2502,745,0.12
2503,745,0.12
2504,745,0.12
2505,745,0.12
2506,745,0.12
2507,745,0.12
2508,745,0.12
2509,745,0.12
2510,745,0.12
2511,744,0.12
2512,743,0.12
2513,744,0.12
2514,744,0.12
2515,744,0.12
2516,744,0.12
2517,744,0.11
2518,744,0.11
2519,744,0.12
2520,747,0.12
2521,753,0.13
2522,754,0.13
2523,755,0.13
2524,755,0.13
2525,755,0.13
2526,754,0.13
2527,753,0.12
2528,752,0.12
2529,752,0.12
2530,756,0.12
2531,755,0.12
2532,755,0.12
2533,753,0.12
2534,752,0.12
2535,751,0.12
2536,750,0.12
2537,750,0.12
2538,749,0.12
2539,749,0.11
2540,752,0.11
2541,752,0.12
2542,752,0.12
2543,755,0.12
2544,754,0.12
2545,755,0.12
2546,754,0.12
2547,755,0.12
2548,758,0.12
2549,758,0.13
2550,758,0.13
2551,757,0.12
2552,758,0.12
2553,759,0.12
2554,760,0.12
2555,762,0.12
2556,761,0.12
2557,762,0.12
2558,763,0.12
2559,763,0.13
2560,763,0.13
2561,762,0.13
2562,765,0.13
2563,764,0.12
2564,764,0.12
2565,765,0.12
2566,766,0.12
2567,767,0.13
2568,766,0.13
2569,765,0.13
2570,764,0.13
2571,763,0.13
2572,763,0.13
2573,761,0.13
2574,760,0.13
2575,757,0.12
2576,757,0.12
2577,756,0.12
2578,756,0.12
2579,756,0.12
2580,758,0.12
2581,758,0.12
2582,758,0.12
2583,758,0.12
2584,759,0.12
2585,761,0.12
2586,761,0.12
2587,761,0.13
2588,761,0.13
2589,761,0.12
2590,765,0.12
2591,767,0.13
2592,768,0.13
2593,767,0.13
2594,766,0.13
2595,768,0.12
2596,768,0.12
2597,769,0.12
2598,770,0.12
2599,770,0.12
2600,771,0.12
2601,775,0.13
2602,775,0.13
2603,775,0.12
2604,777,0.12
2605,777,0.12
2606,776,0.12
2607,775,0.11
2608,774,0.11
2609,774,0.11
2610,775,0.11
2611,776,0.12
2612,776,0.12
2613,775,0.12
2614,774,0.12
2615,778,0.12
2616,778,0.12
2617,776,0.12
2618,777,0.12
2619,780,0.13
2620,780,0.13
2621,779,0.13
2622,779,0.13
2623,779,0.12
2624,782,0.12
2625,781,0.13
2626,781,0.13
2627,779,0.13
2628,779,0.13
2629,780,0.12
2630,780,0.12
2631,779,0.13
2632,781,0.13
2633,780,0.13
2634,780,0.13
2635,780,0.12
2636,780,0.12
2637,780,0.12
2638,780,0.12
2639,779,0.13
2640,781,0.13
2641,781,0.13
2642,781,0.13
2643,781,0.13
2644,783,0.13
2645,784,0.13
2646,783,0.13
2647,783,0.13
2648,783,0.13
2649,782,0.13
2650,783,0.13
2651,782,0.12
2652,781,0.12
2653,782,0.12
2654,783,0.12
2655,783,0.12
2656,783,0.12
2657,786,0.12
2658,785,0.12
2659,785,0.12
2660,784,0.12
2661,784,0.12
2662,782,0.12
2663,782,0.12
2664,782,0.12
2665,782,0.11
2666,783,0.11
2667,782,0.11
2668,782,0.11
2669,781,0.12
2670,781,0.12
2671,780,0.11
2672,783,0.11
2673,783,0.12
2674,783,0.12
2675,781,0.12
2676,781,0.12
2677,780,0.12
2678,780,0.12
2679,780,0.12
2680,777,0.12
2681,777,0.12
2682,777,0.12
2683,777,0.11
2684,777,0.11
2685,778,0.11
2686,782,0.11
2687,786,0.12
2688,790,0.12
2689,789,0.13
2690,790,0.13
2691,792,0.12
2692,792,0.12
2693,790,0.11
2694,790,0.11
2695,792,0.12
2696,792,0.12
2697,792,0.12
2698,794,0.12
2699,794,0.12
2700,794,0.12
2701,794,0.11
2702,794,0.11
2703,793,0.12
2704,795,0.12
2705,795,0.12
2706,794,0.12
2707,793,0.12
2708,793,0.12
2709,792,0.12
2710,792,0.12
2711,792,0.12
2712,791,0.12
2713,791,0.12
2714,791,0.12
2715,789,0.12
2716,788,0.12
2717,787,0.13
2718,788,0.13
2719,791,0.12
2720,790,0.12
2721,789,0.12
2722,788,0.12
2723,787,0.12
2724,787,0.12
2725,787,0.12
2726,790,0.12
2727,790,0.12
2728,789,0.12
2729,788,0.12
2730,788,0.12
2731,789,0.12
2732,789,0.12
2733,789,0.13
2734,790,0.13
2735,790,0.12
2736,792,0.12
2737,795,0.13
2738,796,0.13
2739,796,0.12
2740,796,0.12
2741,796,0.12
2742,795,0.12
2743,795,0.11
2744,793,0.11
2745,792,0.11
2746,792,0.11
2747,792,0.12
2748,792,0.12
2749,794,0.12
2750,794,0.12
2751,794,0.12
2752,796,0.12
2753,796,0.13
2754,795,0.13
2755,794,0.12
2756,794,0.12
2757,793,0.12
2758,792,0.12
2759,791,0.11
2760,791,0.11
2761,790,0.12
2762,790,0.12
2763,790,0.12
2764,789,0.12
2765,788,0.12
2766,788,0.12
2767,786,0.11
2768,785,0.11
2769,784,0.11
2770,783,0.11
2771,783,0.12
2772,783,0.12
2773,785,0.12
2774,786,0.12
2775,786,0.12
2776,785,0.12
2777,785,0.12
2778,785,0.12
2779,784,0.12
2780,784,0.12
2781,783,0.12
2782,785,0.12
2783,784,0.12
2784,786,0.12
2785,786,0.12
2786,785,0.12
2787,785,0.12
2788,785,0.12
2789,784,0.12
2790,782,0.12
2791,786,0.12
2792,785,0.12
2793,786,0.12
2794,784,0.12
2795,783,0.12
2796,782,0.12
2797,785,0.12
2798,785,0.12
2799,785,0.11
2800,785,0.11
2801,785,0.11
2802,785,0.11
2803,788,0.12
2804,789,0.12
2805,795,0.12
2806,796,0.12
2807,796,0.13
2808,796,0.13
2809,795,0.12
2810,795,0.12
2811,797,0.12
2812,799,0.12
2813,799,0.12
2814,800,0.12
2815,801,0.12
2816,801,0.12
2817,803,0.12
2818,801,0.12
2819,801,0.12
2820,801,0.12
2821,801,0.12
2822,803,0.12
2823,802,0.11
2824,802,0.11
2825,802,0.12
2826,802,0.12
2827,802,0.12
2828,801,0.12
2829,801,0.12
2830,801,0.12
2831,801,0.11
2832,801,0.11
2833,801,0.12
2834,803,0.12
2835,807,0.13
2836,807,0.13
2837,807,0.12
2838,810,0.12
2839,811,0.12
2840,811,0.12
2841,811,0.12
2842,813,0.12
2843,814,0.12
2844,814,0.12
2845,813,0.12
2846,813,0.12
2847,813,0.11
2848,813,0.11
2849,813,0.11
2850,815,0.11
2851,814,0.12
2852,813,0.12
2853,815,0.12
2854,815,0.12
2855,814,0.11
2856,814,0.11
2857,814,0.11
2858,813,0.11
2859,813,0.12
2860,811,0.12
2861,811,0.12
2862,810,0.12
2863,810,0.12
2864,810,0.12
2865,810,0.12
2866,808,0.12
2867,807,0.12
2868,807,0.12
2869,807,0.12
2870,807,0.12
2871,807,0.12
2872,807,0.12
2873,807,0.11
2874,807,0.11
2875,807,0.11
2876,807,0.11
2877,806,0.12
2878,808,0.12
2879,809,0.12
2880,808,0.12
2881,809,0.12
2882,808,0.12
2883,807,0.13
2884,806,0.13
2885,806,0.13
2886,805,0.13
2887,805,0.12
2888,807,0.12
2889,808,0.13
2890,808,0.13
2891,808,0.12
2892,808,0.12
2893,808,0.12
2894,807,0.12
2895,807,0.12
2896,807,0.12
2897,806,0.12
2898,806,0.12
2899,806,0.12
2900,804,0.12
2901,803,0.11
2902,805,0.11
2903,804,0.11
2904,803,0.11
2905,802,0.11
2906,801,0.11
2907,801,0.12
2908,800,0.12
2909,799,0.12
2910,800,0.12
2911,802,0.12
2912,802,0.12
2913,801,0.12
2914,806,0.12
2915,805,0.13
2916,804,0.13
2917,804,0.12
2918,804,0.12
2919,803,0.12
2920,801,0.12
2921,800,0.12
2922,802,0.12
2923,802,0.11
2924,804,0.11
2925,804,0.12
2926,805,0.12
2927,805,0.12
2928,806,0.12
2929,807,0.12
2930,806,0.12
2931,807,0.12
2932,807,0.12
2933,806,0.12
2934,808,0.12
2935,808,0.12
2936,808,0.12
2937,807,0.12
2938,807,0.12
2939,810,0.12
2940,810,0.12
2941,810,0.12
2942,812,0.12
2943,811,0.12
2944,811,0.12
2945,814,0.12
2946,814,0.12
2947,814,0.11
2948,814,0.11
2949,814,0.12
2950,814,0.12
2951,813,0.11
2952,813,0.11
2953,814,0.11
2954,813,0.11
2955,813,0.11
2956,813,0.11
2957,812,0.11
2958,812,0.11
2959,811,0.11
2960,815,0.11
2961,815,0.11
2962,815,0.11
2963,816,0.12
2964,816,0.12
2965,815,0.12
2966,815,0.12
2967,814,0.11
2968,813,0.11
2969,815,0.11
2970,814,0.11
2971,814,0.11
2972,816,0.11
2973,816,0.12
2974,816,0.12
2975,815,0.11
2976,815,0.11
2977,815,0.12
2978,815,0.12
2979,814,0.11
2980,813,0.11
2981,814,0.11
2982,817,0.11
2983,816,0.12
2984,816,0.12
2985,817,0.12
2986,819,0.12
2987,819,0.12
2988,819,0.12
2989,820,0.11
2990,822,0.11
2991,822,0.12
2992,822,0.12
2993,822,0.12
2994,823,0.12
2995,824,0.11
2996,824,0.11
2997,825,0.12
2998,828,0.12
2999,827,0.12
3000,827,0.12
3001,827,0.12
